date,day_of_week,is_weekend,is_holiday,season,temperature,rain,local_event,past_demand_1day,past_demand_7day,target_demand
2011-12-29,Thursday,0,0,Winter,9.0,1,0,70,63,64
2011-12-30,Friday,0,0,Winter,4.1,0,0,64,75,75
2011-12-31,Saturday,1,1,Winter,4.6,1,0,75,72,95
2012-01-01,Sunday,1,1,Winter,1.1,1,0,95,84,83
2012-01-02,Monday,0,0,Winter,5.4,0,0,83,76,72
2012-01-03,Tuesday,0,0,Winter,2.2,0,0,72,75,64
2012-01-04,Wednesday,0,0,Winter,2.5,1,0,64,70,51
2012-01-05,Thursday,0,0,Winter,5.2,0,1,51,64,58
2012-01-06,Friday,0,0,Winter,-1.4,0,0,58,75,62
2012-01-07,Saturday,1,0,Winter,8.3,1,0,62,95,76
2012-01-08,Sunday,1,0,Winter,4.1,1,0,76,83,87
2012-01-09,Monday,0,0,Winter,7.4,1,0,87,72,79
2012-01-10,Tuesday,0,0,Winter,0.4,1,0,79,64,59
2012-01-11,Wednesday,0,0,Winter,1.0,0,0,59,51,62
2012-01-12,Thursday,0,0,Winter,0.3,1,0,62,58,53
2012-01-13,Friday,0,0,Winter,4.6,1,0,53,62,60
2012-01-14,Saturday,1,0,Winter,4.1,0,0,60,76,76
2012-01-15,Sunday,1,0,Winter,2.6,0,0,76,87,95
2012-01-16,Monday,0,0,Winter,1.0,0,0,95,79,80
2012-01-17,Tuesday,0,0,Winter,0.4,1,0,80,59,53
2012-01-18,Wednesday,0,0,Winter,4.1,1,0,53,62,60
2012-01-19,Thursday,0,0,Winter,2.9,1,0,60,53,65
2012-01-20,Friday,0,0,Winter,2.4,0,0,65,60,74
2012-01-21,Saturday,1,0,Winter,9.1,1,1,74,76,80
2012-01-22,Sunday,1,0,Winter,4.4,0,0,80,95,86
2012-01-23,Monday,0,0,Winter,8.5,1,0,86,80,75
2012-01-24,Tuesday,0,0,Winter,3.2,0,0,75,53,77
2012-01-25,Wednesday,0,0,Winter,5.6,1,0,77,60,70
2012-01-26,Thursday,0,0,Winter,4.8,0,0,70,65,81
2012-01-27,Friday,0,0,Winter,0.0,0,0,81,74,72
2012-01-28,Saturday,1,0,Winter,9.5,0,1,72,80,89
2012-01-29,Sunday,1,0,Winter,4.9,1,0,89,86,80
2012-01-30,Monday,0,0,Winter,7.7,0,0,80,75,80
2012-01-31,Tuesday,0,0,Winter,3.3,1,1,80,77,86
2012-02-01,Wednesday,0,0,Winter,5.2,0,0,86,70,79
2012-02-02,Thursday,0,0,Winter,3.2,0,0,79,81,78
2012-02-03,Friday,0,0,Winter,9.6,0,0,78,72,83
2012-02-04,Saturday,1,0,Winter,6.9,0,1,83,89,87
2012-02-05,Sunday,1,0,Winter,7.2,0,0,87,80,83
2012-02-06,Monday,0,0,Winter,10.3,0,0,83,80,75
2012-02-07,Tuesday,0,0,Winter,9.9,0,0,75,86,76
2012-02-08,Wednesday,0,0,Winter,8.8,1,0,76,79,68
2012-02-09,Thursday,0,0,Winter,2.4,0,0,68,78,65
2012-02-10,Friday,0,0,Winter,4.7,0,0,65,83,64
2012-02-11,Saturday,1,0,Winter,3.9,1,0,64,87,79
2012-02-12,Sunday,1,0,Winter,9.2,0,0,79,83,74
2012-02-13,Monday,0,0,Winter,7.7,0,0,74,75,78
2012-02-14,Tuesday,0,0,Winter,3.2,0,0,78,76,74
2012-02-15,Wednesday,0,0,Winter,6.9,0,0,74,68,77
2012-02-16,Thursday,0,0,Winter,3.1,0,0,77,65,65
2012-02-17,Friday,0,0,Winter,7.6,1,0,65,64,81
2012-02-18,Saturday,1,0,Winter,3.0,0,0,81,79,99
2012-02-19,Sunday,1,0,Winter,9.7,1,0,99,74,87
2012-02-20,Monday,0,0,Winter,9.3,1,1,87,78,85
2012-02-21,Tuesday,0,0,Winter,14.1,0,0,85,74,79
2012-02-22,Wednesday,0,0,Winter,11.1,0,0,79,77,84
2012-02-23,Thursday,0,0,Winter,7.4,0,0,84,65,82
2012-02-24,Friday,0,0,Winter,11.3,0,0,82,81,72
2012-02-25,Saturday,1,0,Winter,4.8,1,0,72,99,77
2012-02-26,Sunday,1,0,Winter,6.3,0,0,77,87,85
2012-02-27,Monday,0,0,Winter,10.3,0,0,85,85,85
2012-02-28,Tuesday,0,0,Winter,3.0,1,0,85,79,74
2012-02-29,Wednesday,0,0,Winter,9.5,1,0,74,84,61
2012-03-01,Thursday,0,0,Spring,6.7,0,0,61,82,77
2012-03-02,Friday,0,0,Spring,10.3,1,0,77,72,92
2012-03-03,Saturday,1,0,Spring,6.9,1,0,92,77,73
2012-03-04,Sunday,1,0,Spring,11.6,1,0,73,85,88
2012-03-05,Monday,0,0,Spring,10.5,0,0,88,85,97
2012-03-06,Tuesday,0,0,Spring,14.8,1,0,97,74,91
2012-03-07,Wednesday,0,0,Spring,10.8,0,0,91,61,80
2012-03-08,Thursday,0,0,Spring,8.6,0,0,80,77,88
2012-03-09,Friday,0,0,Spring,10.4,0,0,88,92,92
2012-03-10,Saturday,1,0,Spring,7.3,0,0,92,73,96
2012-03-11,Sunday,1,0,Spring,12.7,0,0,96,88,97
2012-03-12,Monday,0,0,Spring,13.4,0,0,97,97,93
2012-03-13,Tuesday,0,0,Spring,19.2,0,0,93,91,87
2012-03-14,Wednesday,0,0,Spring,10.1,1,0,87,80,78
2012-03-15,Thursday,0,0,Spring,11.3,0,0,78,88,96
2012-03-16,Friday,0,0,Spring,10.6,0,0,96,92,92
2012-03-17,Saturday,1,0,Spring,13.1,1,0,92,96,84
2012-03-18,Sunday,1,0,Spring,13.8,0,0,84,97,119
2012-03-19,Monday,0,0,Spring,12.7,1,0,119,93,95
2012-03-20,Tuesday,0,0,Spring,16.3,0,0,95,87,89
2012-03-21,Wednesday,0,0,Spring,11.3,0,0,89,78,82
2012-03-22,Thursday,0,0,Spring,16.3,0,0,82,96,91
2012-03-23,Friday,0,0,Spring,15.1,0,0,91,92,91
2012-03-24,Saturday,1,0,Spring,13.7,0,0,91,84,108
2012-03-25,Sunday,1,0,Spring,12.9,0,0,108,119,110
2012-03-26,Monday,0,0,Spring,21.3,0,0,110,95,94
2012-03-27,Tuesday,0,0,Spring,11.8,0,0,94,89,69
2012-03-28,Wednesday,0,0,Spring,15.3,0,0,69,82,86
2012-03-29,Thursday,0,0,Spring,12.3,0,1,86,91,94
2012-03-30,Friday,0,0,Spring,20.1,1,0,94,91,99
2012-03-31,Saturday,1,0,Spring,17.5,1,1,99,108,107
2012-04-01,Sunday,1,0,Spring,13.0,0,0,107,110,109
2012-04-02,Monday,0,0,Spring,16.8,1,0,109,94,95
2012-04-03,Tuesday,0,0,Spring,16.2,1,0,95,69,89
2012-04-04,Wednesday,0,0,Spring,14.0,0,0,89,86,89
2012-04-05,Thursday,0,0,Spring,18.0,0,0,89,94,87
2012-04-06,Friday,0,0,Spring,17.1,0,0,87,99,114
2012-04-07,Saturday,1,0,Spring,16.7,1,0,114,107,115
2012-04-08,Sunday,1,0,Spring,16.1,0,0,115,109,106
2012-04-09,Monday,0,0,Spring,17.7,0,0,106,95,99
2012-04-10,Tuesday,0,0,Spring,17.2,1,0,99,89,93
2012-04-11,Wednesday,0,0,Spring,16.9,0,0,93,89,96
2012-04-12,Thursday,0,0,Spring,14.9,0,0,96,87,97
2012-04-13,Friday,0,0,Spring,22.1,0,0,97,114,110
2012-04-14,Saturday,1,0,Spring,14.0,1,0,110,115,118
2012-04-15,Sunday,1,0,Spring,18.6,0,0,118,106,119
2012-04-16,Monday,0,0,Spring,16.5,0,0,119,99,110
2012-04-17,Tuesday,0,0,Spring,22.9,0,0,110,93,90
2012-04-18,Wednesday,0,0,Spring,15.1,0,0,90,96,80
2012-04-19,Thursday,0,0,Spring,15.7,1,0,80,97,81
2012-04-20,Friday,0,0,Spring,15.2,0,0,81,110,95
2012-04-21,Saturday,1,0,Spring,19.2,0,0,95,118,105
2012-04-22,Sunday,1,0,Spring,14.3,1,0,105,119,100
2012-04-23,Monday,0,0,Spring,17.1,0,0,100,110,101
2012-04-24,Tuesday,0,0,Spring,12.2,0,1,101,90,94
2012-04-25,Wednesday,0,0,Spring,19.5,1,0,94,80,71
2012-04-26,Thursday,0,0,Spring,17.4,1,0,71,81,70
2012-04-27,Friday,0,0,Spring,14.6,0,0,70,95,83
2012-04-28,Saturday,1,0,Spring,22.5,0,0,83,105,101
2012-04-29,Sunday,1,0,Spring,15.4,0,0,101,100,110
2012-04-30,Monday,0,0,Spring,21.9,0,0,110,101,106
2012-05-01,Tuesday,0,1,Spring,17.5,0,0,106,94,90
2012-05-02,Wednesday,0,0,Spring,24.5,0,0,90,71,99
2012-05-03,Thursday,0,0,Spring,22.1,0,0,99,70,93
2012-05-04,Friday,0,0,Spring,17.0,0,0,93,83,96
2012-05-05,Saturday,1,0,Spring,17.4,1,0,96,101,103
2012-05-06,Sunday,1,0,Spring,22.0,1,0,103,110,101
2012-05-07,Monday,0,0,Spring,19.6,1,0,101,106,100
2012-05-08,Tuesday,0,0,Spring,20.0,0,0,100,90,82
2012-05-09,Wednesday,0,0,Spring,24.4,0,0,82,99,103
2012-05-10,Thursday,0,0,Spring,18.4,0,0,103,93,102
2012-05-11,Friday,0,0,Spring,21.1,0,0,102,96,107
2012-05-12,Saturday,1,0,Spring,23.8,1,0,107,103,114
2012-05-13,Sunday,1,0,Spring,23.4,0,0,114,101,110
2012-05-14,Monday,0,0,Spring,20.6,0,0,110,100,111
2012-05-15,Tuesday,0,0,Spring,20.3,0,0,111,82,94
2012-05-16,Wednesday,0,0,Spring,16.1,0,1,94,103,97
2012-05-17,Thursday,0,0,Spring,18.2,1,0,97,102,98
2012-05-18,Friday,0,0,Spring,22.4,0,1,98,107,105
2012-05-19,Saturday,1,0,Spring,21.2,0,0,105,114,111
2012-05-20,Sunday,1,0,Spring,21.9,0,0,111,110,116
2012-05-21,Monday,0,0,Spring,24.9,1,0,116,111,112
2012-05-22,Tuesday,0,0,Spring,18.3,0,0,112,94,101
2012-05-23,Wednesday,0,0,Spring,21.2,0,0,101,97,94
2012-05-24,Thursday,0,0,Spring,22.6,1,0,94,98,94
2012-05-25,Friday,0,0,Spring,20.0,1,1,94,105,103
2012-05-26,Saturday,1,0,Spring,26.4,0,1,103,111,122
2012-05-27,Sunday,1,0,Spring,24.9,1,0,122,116,114
2012-05-28,Monday,0,0,Spring,23.1,0,0,114,112,102
2012-05-29,Tuesday,0,0,Spring,27.7,0,1,102,101,103
2012-05-30,Wednesday,0,0,Spring,17.9,0,0,103,94,86
2012-05-31,Thursday,0,0,Spring,22.4,1,0,86,94,99
2012-06-01,Friday,0,0,Summer,23.6,0,0,99,103,114
2012-06-02,Saturday,1,0,Summer,19.8,0,0,114,122,114
2012-06-03,Sunday,1,0,Summer,23.5,0,0,114,114,124
2012-06-04,Monday,0,0,Summer,19.3,1,0,124,102,108
2012-06-05,Tuesday,0,0,Summer,24.8,0,0,108,103,98
2012-06-06,Wednesday,0,0,Summer,25.9,0,0,98,86,92
2012-06-07,Thursday,0,0,Summer,23.6,0,0,92,99,101
2012-06-08,Friday,0,0,Summer,17.3,0,0,101,114,115
2012-06-09,Saturday,1,0,Summer,19.9,0,0,115,114,125
2012-06-10,Sunday,1,0,Summer,24.6,0,0,125,124,123
2012-06-11,Monday,0,0,Summer,23.0,1,0,123,108,114
2012-06-12,Tuesday,0,0,Summer,14.8,0,0,114,98,103
2012-06-13,Wednesday,0,0,Summer,26.7,0,0,103,92,99
2012-06-14,Thursday,0,0,Summer,23.4,0,1,99,101,120
2012-06-15,Friday,0,0,Summer,20.5,0,0,120,115,121
2012-06-16,Saturday,1,0,Summer,26.0,0,0,121,125,133
2012-06-17,Sunday,1,0,Summer,21.0,0,0,133,123,121
2012-06-18,Monday,0,0,Summer,20.9,0,0,121,114,110
2012-06-19,Tuesday,0,0,Summer,24.1,1,0,110,103,110
2012-06-20,Wednesday,0,0,Summer,28.3,0,1,110,99,115
2012-06-21,Thursday,0,0,Summer,27.9,0,0,115,120,118
2012-06-22,Friday,0,0,Summer,24.1,1,0,118,121,112
2012-06-23,Saturday,1,0,Summer,24.4,0,0,112,133,128
2012-06-24,Sunday,1,0,Summer,25.3,0,0,128,121,121
2012-06-25,Monday,0,0,Summer,19.2,1,0,121,110,111
2012-06-26,Tuesday,0,0,Summer,24.9,0,0,111,110,104
2012-06-27,Wednesday,0,0,Summer,20.7,0,0,104,115,107
2012-06-28,Thursday,0,0,Summer,23.8,0,0,107,118,125
2012-06-29,Friday,0,0,Summer,22.2,1,0,125,112,122
2012-06-30,Saturday,1,0,Summer,24.3,0,0,122,128,128
2012-07-01,Sunday,1,0,Summer,23.2,1,0,128,121,130
2012-07-02,Monday,0,0,Summer,13.5,0,0,130,111,108
2012-07-03,Tuesday,0,0,Summer,23.3,0,0,108,104,100
2012-07-04,Wednesday,0,0,Summer,24.6,1,0,100,107,100
2012-07-05,Thursday,0,0,Summer,24.0,1,0,100,125,117
2012-07-06,Friday,0,0,Summer,22.3,0,0,117,122,129
2012-07-07,Saturday,1,0,Summer,27.5,0,0,129,128,131
2012-07-08,Sunday,1,0,Summer,23.4,0,0,131,130,129
2012-07-09,Monday,0,0,Summer,23.7,0,1,129,108,127
2012-07-10,Tuesday,0,0,Summer,25.5,0,0,127,100,132
2012-07-11,Wednesday,0,0,Summer,23.4,0,0,132,100,116
2012-07-12,Thursday,0,0,Summer,19.6,1,0,116,117,122
2012-07-13,Friday,0,0,Summer,14.9,0,0,122,129,124
2012-07-14,Saturday,1,0,Summer,20.7,0,0,124,131,136
2012-07-15,Sunday,1,0,Summer,24.3,0,0,136,129,141
2012-07-16,Monday,0,0,Summer,20.9,0,0,141,127,127
2012-07-17,Tuesday,0,0,Summer,24.3,0,1,127,132,131
2012-07-18,Wednesday,0,0,Summer,22.3,0,0,131,116,120
2012-07-19,Thursday,0,0,Summer,25.6,0,0,120,122,124
2012-07-20,Friday,0,0,Summer,20.8,0,0,124,124,133
2012-07-21,Saturday,1,0,Summer,23.0,0,0,133,136,146
2012-07-22,Sunday,1,0,Summer,23.0,1,0,146,141,146
2012-07-23,Monday,0,0,Summer,25.9,0,0,146,127,127
2012-07-24,Tuesday,0,0,Summer,16.2,0,0,127,131,116
2012-07-25,Wednesday,0,0,Summer,19.8,0,0,116,120,109
2012-07-26,Thursday,0,0,Summer,23.6,0,0,109,124,117
2012-07-27,Friday,0,0,Summer,25.6,0,0,117,133,133
2012-07-28,Saturday,1,0,Summer,21.6,0,1,133,146,143
2012-07-29,Sunday,1,0,Summer,19.9,1,0,143,146,135
2012-07-30,Monday,0,0,Summer,22.9,0,0,135,127,129
2012-07-31,Tuesday,0,0,Summer,23.1,1,0,129,116,114
2012-08-01,Wednesday,0,0,Summer,19.3,0,0,114,109,109
2012-08-02,Thursday,0,0,Summer,21.3,0,0,109,117,121
2012-08-03,Friday,0,0,Summer,23.7,0,0,121,133,127
2012-08-04,Saturday,1,0,Summer,25.7,0,1,127,143,140
2012-08-05,Sunday,1,0,Summer,22.2,0,0,140,135,137
2012-08-06,Monday,0,0,Summer,20.0,0,0,137,129,128
2012-08-07,Tuesday,0,0,Summer,19.5,0,0,128,114,135
2012-08-08,Wednesday,0,0,Summer,21.2,0,0,135,109,131
2012-08-09,Thursday,0,0,Summer,19.1,0,0,131,121,146
2012-08-10,Friday,0,0,Summer,19.9,0,0,146,127,128
2012-08-11,Saturday,1,0,Summer,16.0,0,0,128,140,142
2012-08-12,Sunday,1,0,Summer,22.9,1,0,142,137,145
2012-08-13,Monday,0,0,Summer,15.5,0,0,145,128,126
2012-08-14,Tuesday,0,0,Summer,17.5,0,0,126,135,118
2012-08-15,Wednesday,0,0,Summer,18.9,0,0,118,131,123
2012-08-16,Thursday,0,0,Summer,24.4,0,0,123,146,127
2012-08-17,Friday,0,0,Summer,17.1,0,0,127,128,117
2012-08-18,Saturday,1,0,Summer,16.2,0,0,117,142,118
2012-08-19,Sunday,1,0,Summer,16.4,1,0,118,145,113
2012-08-20,Monday,0,0,Summer,22.9,1,0,113,126,113
2012-08-21,Tuesday,0,0,Summer,9.3,0,0,113,118,112
2012-08-22,Wednesday,0,0,Summer,14.6,0,0,112,123,105
2012-08-23,Thursday,0,0,Summer,25.6,0,1,105,127,127
2012-08-24,Friday,0,0,Summer,19.0,0,0,127,117,127
2012-08-25,Saturday,1,0,Summer,13.8,0,0,127,118,127
2012-08-26,Sunday,1,0,Summer,16.8,0,0,127,113,126
2012-08-27,Monday,0,0,Summer,17.0,0,0,126,113,115
2012-08-28,Tuesday,0,0,Summer,19.2,0,0,115,112,120
2012-08-29,Wednesday,0,0,Summer,22.0,0,0,120,105,118
2012-08-30,Thursday,0,0,Summer,17.5,0,0,118,127,110
2012-08-31,Friday,0,0,Summer,14.5,0,1,110,127,137
2012-09-01,Saturday,1,0,Autumn,18.3,0,0,137,127,124
2012-09-02,Sunday,1,0,Autumn,13.7,0,0,124,126,119
2012-09-03,Monday,0,0,Autumn,12.6,1,0,119,115,121
2012-09-04,Tuesday,0,0,Autumn,10.2,1,0,121,120,109
2012-09-05,Wednesday,0,0,Autumn,10.6,1,0,109,118,95
2012-09-06,Thursday,0,0,Autumn,12.5,1,0,95,110,97
2012-09-07,Friday,0,0,Autumn,11.5,0,0,97,137,113
2012-09-08,Saturday,1,0,Autumn,15.8,0,0,113,124,119
2012-09-09,Sunday,1,0,Autumn,11.0,0,0,119,119,110
2012-09-10,Monday,0,0,Autumn,5.0,0,0,110,121,91
2012-09-11,Tuesday,0,0,Autumn,11.2,1,0,91,109,81
2012-09-12,Wednesday,0,0,Autumn,12.7,0,0,81,95,80
2012-09-13,Thursday,0,0,Autumn,12.1,1,0,80,97,93
2012-09-14,Friday,0,0,Autumn,18.4,0,0,93,113,95
2012-09-15,Saturday,1,0,Autumn,11.8,0,0,95,119,108
2012-09-16,Sunday,1,0,Autumn,16.1,1,0,108,110,115
2012-09-17,Monday,0,0,Autumn,13.2,0,0,115,91,102
2012-09-18,Tuesday,0,0,Autumn,13.0,1,0,102,81,97
2012-09-19,Wednesday,0,0,Autumn,10.4,1,0,97,80,80
2012-09-20,Thursday,0,0,Autumn,12.6,1,0,80,93,88
2012-09-21,Friday,0,0,Autumn,10.3,1,0,88,95,97
2012-09-22,Saturday,1,0,Autumn,12.9,0,0,97,108,112
2012-09-23,Sunday,1,0,Autumn,11.5,0,0,112,115,116
2012-09-24,Monday,0,0,Autumn,9.2,1,0,116,102,88
2012-09-25,Tuesday,0,0,Autumn,14.9,0,0,88,97,94
2012-09-26,Wednesday,0,0,Autumn,13.0,0,0,94,80,91
2012-09-27,Thursday,0,0,Autumn,10.2,0,0,91,88,88
2012-09-28,Friday,0,0,Autumn,11.8,0,0,88,97,89
2012-09-29,Saturday,1,0,Autumn,11.0,0,1,89,112,113
2012-09-30,Sunday,1,0,Autumn,8.5,1,0,113,116,99
2012-10-01,Monday,0,0,Autumn,11.1,0,0,99,88,86
2012-10-02,Tuesday,0,0,Autumn,8.9,0,0,86,94,91
2012-10-03,Wednesday,0,0,Autumn,7.7,0,0,91,91,94
2012-10-04,Thursday,0,0,Autumn,5.5,0,0,94,88,92
2012-10-05,Friday,0,0,Autumn,9.1,0,0,92,89,89
2012-10-06,Saturday,1,0,Autumn,11.8,1,0,89,113,91
2012-10-07,Sunday,1,0,Autumn,7.8,0,0,91,99,89
2012-10-08,Monday,0,0,Autumn,17.3,0,0,89,86,95
2012-10-09,Tuesday,0,0,Autumn,12.2,0,0,95,91,91
2012-10-10,Wednesday,0,0,Autumn,13.3,0,0,91,94,89
2012-10-11,Thursday,0,0,Autumn,11.6,1,0,89,92,88
2012-10-12,Friday,0,0,Autumn,14.6,1,0,88,89,94
2012-10-13,Saturday,1,0,Autumn,6.6,1,0,94,91,86
2012-10-14,Sunday,1,0,Autumn,1.1,1,0,86,89,80
2012-10-15,Monday,0,0,Autumn,7.3,0,0,80,95,85
2012-10-16,Tuesday,0,0,Autumn,10.1,1,0,85,91,82
2012-10-17,Wednesday,0,0,Autumn,8.8,0,0,82,89,90
2012-10-18,Thursday,0,0,Autumn,9.0,1,0,90,88,90
2012-10-19,Friday,0,0,Autumn,12.0,0,0,90,94,88
2012-10-20,Saturday,1,0,Autumn,9.0,0,0,88,86,70
2012-10-21,Sunday,1,0,Autumn,10.1,0,0,70,80,82
2012-10-22,Monday,0,0,Autumn,4.8,0,0,82,85,70
2012-10-23,Tuesday,0,0,Autumn,4.1,0,0,70,82,76
2012-10-24,Wednesday,0,0,Autumn,12.1,0,0,76,90,93
2012-10-25,Thursday,0,0,Autumn,7.4,1,0,93,90,79
2012-10-26,Friday,0,0,Autumn,5.1,0,0,79,88,89
2012-10-27,Saturday,1,0,Autumn,5.0,0,0,89,70,94
2012-10-28,Sunday,1,0,Autumn,4.8,0,0,94,82,92
2012-10-29,Monday,0,0,Autumn,4.5,0,0,92,70,80
2012-10-30,Tuesday,0,0,Autumn,2.6,0,0,80,76,60
2012-10-31,Wednesday,0,0,Autumn,1.8,0,0,60,93,71
2012-11-01,Thursday,0,0,Autumn,5.6,0,0,71,79,76
2012-11-02,Friday,0,0,Autumn,4.3,0,0,76,89,90
2012-11-03,Saturday,1,0,Autumn,9.3,0,0,90,94,103
2012-11-04,Sunday,1,0,Autumn,6.7,0,0,103,92,94
2012-11-05,Monday,0,0,Autumn,6.5,1,0,94,80,66
2012-11-06,Tuesday,0,0,Autumn,3.4,1,0,66,60,49
2012-11-07,Wednesday,0,0,Autumn,5.1,0,1,49,71,79
2012-11-08,Thursday,0,0,Autumn,6.5,1,0,79,76,75
2012-11-09,Friday,0,0,Autumn,7.4,1,0,75,90,71
2012-11-10,Saturday,1,0,Autumn,4.9,0,0,71,103,79
2012-11-11,Sunday,1,0,Autumn,8.3,0,0,79,94,89
2012-11-12,Monday,0,0,Autumn,5.0,0,0,89,66,76
2012-11-13,Tuesday,0,0,Autumn,7.2,0,0,76,49,79
2012-11-14,Wednesday,0,0,Autumn,3.3,1,0,79,79,72
2012-11-15,Thursday,0,0,Autumn,-0.8,1,0,72,75,72
2012-11-16,Friday,0,0,Autumn,5.4,0,0,72,71,76
2012-11-17,Saturday,1,0,Autumn,6.6,0,0,76,79,91
2012-11-18,Sunday,1,0,Autumn,6.1,1,0,91,89,100
2012-11-19,Monday,0,0,Autumn,5.6,0,0,100,76,90
2012-11-20,Tuesday,0,0,Autumn,3.2,0,0,90,79,94
2012-11-21,Wednesday,0,0,Autumn,1.7,0,0,94,72,84
2012-11-22,Thursday,0,0,Autumn,5.7,1,0,84,72,65
2012-11-23,Friday,0,0,Autumn,5.3,1,0,65,76,66
2012-11-24,Saturday,1,0,Autumn,2.2,1,0,66,91,84
2012-11-25,Sunday,1,0,Autumn,7.2,1,0,84,100,86
2012-11-26,Monday,0,0,Autumn,1.1,0,0,86,90,79
2012-11-27,Tuesday,0,0,Autumn,2.0,0,0,79,94,73
2012-11-28,Wednesday,0,0,Autumn,8.6,1,0,73,84,84
2012-11-29,Thursday,0,0,Autumn,6.2,1,0,84,65,85
2012-11-30,Friday,0,0,Autumn,2.5,0,0,85,66,78
2012-12-01,Saturday,1,0,Winter,4.3,0,0,78,84,83
2012-12-02,Sunday,1,0,Winter,3.9,1,0,83,86,90
2012-12-03,Monday,0,0,Winter,-4.9,0,0,90,79,81
2012-12-04,Tuesday,0,0,Winter,0.6,0,0,81,73,60
2012-12-05,Wednesday,0,0,Winter,3.1,0,1,60,84,80
2012-12-06,Thursday,0,0,Winter,2.2,0,0,80,85,82
2012-12-07,Friday,0,0,Winter,4.0,1,0,82,78,79
2012-12-08,Saturday,1,0,Winter,6.6,1,0,79,83,76
2012-12-09,Sunday,1,0,Winter,2.2,0,0,76,90,75
2012-12-10,Monday,0,0,Winter,-0.1,0,0,75,81,48
2012-12-11,Tuesday,0,0,Winter,4.1,0,0,48,60,50
2012-12-12,Wednesday,0,0,Winter,2.1,0,0,50,80,47
2012-12-13,Thursday,0,0,Winter,2.6,0,1,47,82,67
2012-12-14,Friday,0,0,Winter,2.2,0,0,67,79,76
2012-12-15,Saturday,1,0,Winter,9.7,1,0,76,76,72
2012-12-16,Sunday,1,0,Winter,-3.7,1,1,72,75,86
2012-12-17,Monday,0,0,Winter,1.8,0,0,86,48,80
2012-12-18,Tuesday,0,0,Winter,3.0,1,0,80,50,64
2012-12-19,Wednesday,0,0,Winter,0.7,1,0,64,47,59
2012-12-20,Thursday,0,0,Winter,5.7,0,0,59,67,54
2012-12-21,Friday,0,0,Winter,5.4,1,0,54,76,66
2012-12-22,Saturday,1,0,Winter,2.9,0,1,66,72,73
2012-12-23,Sunday,1,0,Winter,2.2,1,0,73,86,63
2012-12-24,Monday,0,1,Winter,2.7,1,0,63,80,59
2012-12-25,Tuesday,0,1,Winter,2.7,0,1,59,64,72
2012-12-26,Wednesday,0,1,Winter,2.8,1,0,72,59,68
2012-12-27,Thursday,0,0,Winter,2.5,1,0,68,54,61
2012-12-28,Friday,0,0,Winter,3.9,0,0,61,66,60
2012-12-29,Saturday,1,0,Winter,5.4,0,0,60,73,75
2012-12-30,Sunday,1,0,Winter,-0.5,1,0,75,63,64
2012-12-31,Monday,0,1,Winter,0.1,1,0,64,59,62
2013-01-01,Tuesday,0,1,Winter,-2.0,1,0,62,72,63
2013-01-02,Wednesday,0,0,Winter,5.9,0,0,63,68,53
2013-01-03,Thursday,0,0,Winter,4.1,0,0,53,61,55
2013-01-04,Friday,0,0,Winter,4.9,0,0,55,60,68
2013-01-05,Saturday,1,0,Winter,-0.9,1,0,68,75,78
2013-01-06,Sunday,1,0,Winter,8.8,1,0,78,64,66
2013-01-07,Monday,0,0,Winter,1.7,1,0,66,62,52
2013-01-08,Tuesday,0,0,Winter,4.1,0,0,52,63,54
2013-01-09,Wednesday,0,0,Winter,6.2,1,0,54,53,62
2013-01-10,Thursday,0,0,Winter,0.7,1,0,62,55,61
2013-01-11,Friday,0,0,Winter,2.1,1,0,61,68,55
2013-01-12,Saturday,1,0,Winter,4.3,1,0,55,78,73
2013-01-13,Sunday,1,0,Winter,12.4,0,0,73,66,86
2013-01-14,Monday,0,0,Winter,4.8,0,0,86,52,70
2013-01-15,Tuesday,0,0,Winter,8.8,0,0,70,54,59
2013-01-16,Wednesday,0,0,Winter,7.7,0,0,59,62,69
2013-01-17,Thursday,0,0,Winter,5.3,0,0,69,61,69
2013-01-18,Friday,0,0,Winter,1.3,1,0,69,55,62
2013-01-19,Saturday,1,0,Winter,7.5,0,0,62,73,82
2013-01-20,Sunday,1,0,Winter,-0.1,0,0,82,86,82
2013-01-21,Monday,0,0,Winter,9.3,0,0,82,70,74
2013-01-22,Tuesday,0,0,Winter,5.2,1,0,74,59,69
2013-01-23,Wednesday,0,0,Winter,-3.3,1,0,69,69,58
2013-01-24,Thursday,0,0,Winter,3.8,0,1,58,69,64
2013-01-25,Friday,0,0,Winter,6.9,1,0,64,62,68
2013-01-26,Saturday,1,0,Winter,4.3,1,0,68,82,87
2013-01-27,Sunday,1,0,Winter,7.2,1,0,87,82,67
2013-01-28,Monday,0,0,Winter,2.7,1,0,67,74,67
2013-01-29,Tuesday,0,0,Winter,1.4,1,0,67,69,61
2013-01-30,Wednesday,0,0,Winter,5.2,1,0,61,58,54
2013-01-31,Thursday,0,0,Winter,5.6,0,1,54,64,65
2013-02-01,Friday,0,0,Winter,4.6,1,1,65,68,81
2013-02-02,Saturday,1,0,Winter,9.4,0,0,81,87,94
2013-02-03,Sunday,1,0,Winter,3.3,0,0,94,67,76
2013-02-04,Monday,0,0,Winter,6.9,1,0,76,67,68
2013-02-05,Tuesday,0,0,Winter,6.3,1,0,68,61,71
2013-02-06,Wednesday,0,0,Winter,1.6,1,0,71,54,65
2013-02-07,Thursday,0,0,Winter,2.4,1,0,65,65,51
